J       CT       CP       eta
0.771   0.0463   0.1102   0.324
0.810   0.0401   0.1072   0.303
0.849   0.0348   0.1051   0.281
0.907   0.0246   0.1012   0.220
0.946   0.0169   0.0977   0.164
1.004   0.0045   0.0929   0.049
1.037   -0.0027   0.0895   -0.031
1.093   -0.0163   0.0827   -0.215
1.124   -0.0239   0.0789   -0.340
1.183   -0.0394   0.0694   -0.670
1.213   -0.0463   0.0655   -0.858
1.269   -0.0629   0.0556   -1.437
1.293   -0.0705   0.0516   -1.767
1.349   -0.0866   0.0422   -2.771
1.409   -0.1071   0.0314   -4.801
1.456   -0.1227   0.0226   -7.906
1.506   -0.1397   0.0134   -15.644
1.552   -0.1552   0.0045   -54.346
