J       CT       CP       eta
0.091   0.1086   0.0517   0.191
0.110   0.1073   0.0518   0.228
0.132   0.1060   0.0519   0.270
0.152   0.1047   0.0520   0.307
0.173   0.1034   0.0524   0.342
0.197   0.1014   0.0524   0.381
0.219   0.0998   0.0527   0.414
0.244   0.0975   0.0528   0.450
0.264   0.0963   0.0531   0.478
0.284   0.0938   0.0529   0.504
0.309   0.0915   0.0531   0.532
0.327   0.0889   0.0527   0.552
0.350   0.0867   0.0529   0.573
0.373   0.0839   0.0527   0.595
0.397   0.0809   0.0525   0.612
0.414   0.0787   0.0524   0.622
0.435   0.0750   0.0517   0.631
