J       CT       CP       eta
0.162   0.1329   0.0795   0.271
0.199   0.1288   0.0803   0.319
0.242   0.1235   0.0811   0.369
0.279   0.1185   0.0814   0.406
0.323   0.1125   0.0816   0.445
0.361   0.1063   0.0813   0.472
0.398   0.1008   0.0809   0.496
0.438   0.0931   0.0795   0.513
0.475   0.0861   0.0778   0.525
0.526   0.0732   0.0732   0.526
0.552   0.0673   0.0713   0.522
0.598   0.0555   0.0660   0.502
0.637   0.0458   0.0614   0.475
0.680   0.0352   0.0561   0.426
0.707   0.0284   0.0523   0.384
0.759   0.0147   0.0445   0.251
0.804   0.0027   0.0370   0.059
