J       CT       CP       eta
0.173   0.0919   0.0452   0.352
0.216   0.0889   0.0460   0.418
0.261   0.0839   0.0463   0.472
0.307   0.0768   0.0462   0.511
0.348   0.0666   0.0438   0.528
0.399   0.0532   0.0391   0.543
0.438   0.0459   0.0362   0.555
0.486   0.0375   0.0331   0.551
0.531   0.0300   0.0302   0.530
0.566   0.0245   0.0280   0.494
0.623   0.0140   0.0234   0.372
0.665   0.0054   0.0192   0.187
0.706   -0.0030   0.0152   -0.138
0.743   -0.0101   0.0118   -0.634
0.787   -0.0193   0.0071   -2.156
