J       CT       CP       eta
0.146   0.1270   0.0796   0.233
0.182   0.1250   0.0794   0.286
0.220   0.1228   0.0795   0.340
0.258   0.1201   0.0794   0.390
0.292   0.1174   0.0794   0.431
0.331   0.1137   0.0794   0.474
0.368   0.1098   0.0793   0.509
0.399   0.1062   0.0792   0.536
0.436   0.1014   0.0788   0.561
0.471   0.0970   0.0787   0.581
0.508   0.0916   0.0784   0.594
0.546   0.0833   0.0762   0.597
0.580   0.0768   0.0745   0.598
0.619   0.0659   0.0699   0.584
0.648   0.0584   0.0664   0.570
0.693   0.0473   0.0612   0.536
0.729   0.0377   0.0561   0.491
