J       CT       CP       eta
0.190   0.1230   0.0794   0.294
0.239   0.1195   0.0791   0.361
0.285   0.1159   0.0791   0.417
0.346   0.1101   0.0791   0.481
0.394   0.1040   0.0786   0.521
0.442   0.0980   0.0785   0.552
0.485   0.0901   0.0767   0.569
0.528   0.0816   0.0744   0.579
0.585   0.0691   0.0697   0.580
0.623   0.0591   0.0652   0.565
0.681   0.0453   0.0587   0.526
0.719   0.0376   0.0553   0.489
0.781   0.0245   0.0490   0.391
0.815   0.0166   0.0450   0.302
0.874   0.0026   0.0376   0.061
0.923   -0.0091   0.0315   -0.266
0.972   -0.0215   0.0245   -0.854
