J       CT       CP       eta
0.135   0.1080   0.0867   0.169
0.167   0.1056   0.0848   0.208
0.207   0.1033   0.0827   0.258
0.240   0.1014   0.0804   0.303
0.279   0.1001   0.0795   0.351
0.321   0.0981   0.0792   0.397
0.355   0.0966   0.0790   0.434
0.393   0.0946   0.0787   0.473
0.429   0.0926   0.0788   0.503
0.465   0.0901   0.0786   0.533
0.501   0.0865   0.0783   0.553
0.536   0.0808   0.0775   0.559
0.579   0.0714   0.0749   0.552
0.608   0.0652   0.0728   0.544
0.645   0.0563   0.0693   0.524
0.676   0.0497   0.0666   0.504
0.716   0.0378   0.0602   0.450
