J       CT       CP       eta
0.555   0.0556   0.0530   0.582
0.583   0.0510   0.0516   0.577
0.625   0.0420   0.0481   0.545
0.648   0.0366   0.0458   0.518
0.692   0.0253   0.0404   0.433
0.719   0.0183   0.0369   0.355
0.751   0.0103   0.0328   0.237
0.787   0.0008   0.0273   0.022
0.817   -0.0073   0.0226   -0.262
0.853   -0.0172   0.0161   -0.914
0.885   -0.0259   0.0101   -2.261
