RPM    CT       CP
2189   0.1464   0.0738
2438   0.1475   0.0740
2678   0.1487   0.0741
2911   0.1487   0.0740
3140   0.1496   0.0746
3368   0.1505   0.0751
3601   0.1508   0.0749
3855   0.1521   0.0755
4074   0.1516   0.0750
4309   0.1523   0.0755
4537   0.1528   0.0758
4791   0.1536   0.0763
5021   0.1537   0.0765
5247   0.1540   0.0767
5466   0.1551   0.0773
5703   0.1554   0.0776
