J       CT       CP       eta
0.484   0.0635   0.0557   0.552
0.519   0.0576   0.0541   0.553
0.546   0.0530   0.0527   0.549
0.571   0.0484   0.0511   0.541
0.604   0.0421   0.0486   0.522
0.629   0.0374   0.0467   0.503
0.664   0.0302   0.0434   0.462
0.697   0.0234   0.0402   0.406
0.725   0.0172   0.0369   0.338
0.755   0.0106   0.0333   0.240
0.784   0.0040   0.0295   0.107
0.812   -0.0025   0.0258   -0.079
0.841   -0.0090   0.0219   -0.347
0.870   -0.0166   0.0177   -0.816
0.899   -0.0235   0.0134   -1.582
0.930   -0.0307   0.0088   -3.225
