J       CT       CP       eta
0.448   0.0650   0.0542   0.537
0.477   0.0579   0.0521   0.530
0.502   0.0521   0.0501   0.522
0.531   0.0453   0.0475   0.507
0.554   0.0399   0.0453   0.488
0.585   0.0320   0.0421   0.445
0.612   0.0262   0.0395   0.407
0.643   0.0187   0.0358   0.337
0.672   0.0125   0.0327   0.257
0.698   0.0062   0.0297   0.145
0.725   0.0001   0.0266   0.004
0.753   -0.0061   0.0234   -0.196
0.780   -0.0126   0.0203   -0.485
0.805   -0.0187   0.0171   -0.883
0.834   -0.0254   0.0134   -1.584
0.859   -0.0314   0.0100   -2.707
