RPM    CT       CP
2430   0.0798   0.0419
2816   0.0804   0.0393
3082   0.0836   0.0402
3332   0.0868   0.0407
3647   0.0874   0.0401
3941   0.0894   0.0401
4204   0.0876   0.0389
4506   0.0885   0.0387
4793   0.0898   0.0389
5099   0.0913   0.0391
5395   0.0921   0.0392
5671   0.0921   0.0388
5953   0.0929   0.0389
6243   0.0916   0.0380
6529   0.0934   0.0387
6810   0.0929   0.0383
