J       CT       CP       eta
0.097   0.1048   0.0583   0.175
0.120   0.1045   0.0584   0.216
0.145   0.1041   0.0583   0.258
0.167   0.1034   0.0583   0.296
0.193   0.1024   0.0585   0.338
0.216   0.1007   0.0586   0.372
0.243   0.0987   0.0591   0.405
0.267   0.0958   0.0593   0.431
0.291   0.0922   0.0595   0.450
0.312   0.0893   0.0593   0.471
0.340   0.0863   0.0595   0.494
0.363   0.0836   0.0592   0.512
0.389   0.0805   0.0591   0.529
0.411   0.0773   0.0586   0.542
0.431   0.0743   0.0582   0.551
0.455   0.0709   0.0576   0.560
0.482   0.0666   0.0567   0.566
