RPM    CT       CP
1868   0.1441   0.0688
2199   0.1457   0.0691
2422   0.1466   0.0698
2678   0.1472   0.0697
2926   0.1483   0.0703
3201   0.1497   0.0717
3440   0.1518   0.0736
3705   0.1535   0.0743
3971   0.1542   0.0748
4215   0.1552   0.0754
4489   0.1566   0.0764
4732   0.1576   0.0774
4987   0.1592   0.0786
5246   0.1598   0.0793
5501   0.1605   0.0800
5745   0.1623   0.0812
