J       CT       CP       eta
0.107   0.0985   0.0473   0.223
0.130   0.0963   0.0474   0.264
0.159   0.0927   0.0474   0.311
0.186   0.0893   0.0474   0.351
0.212   0.0856   0.0471   0.385
0.240   0.0814   0.0466   0.419
0.266   0.0773   0.0461   0.446
0.291   0.0729   0.0452   0.469
0.317   0.0679   0.0443   0.486
0.346   0.0620   0.0427   0.502
0.375   0.0560   0.0413   0.509
0.399   0.0503   0.0394   0.510
0.421   0.0450   0.0376   0.504
0.451   0.0374   0.0348   0.485
0.475   0.0319   0.0328   0.462
0.505   0.0236   0.0293   0.407
0.532   0.0168   0.0264   0.338
