J       CT       CP       eta
0.088   0.0676   0.0293   0.202
0.113   0.0647   0.0291   0.252
0.133   0.0623   0.0289   0.287
0.154   0.0593   0.0285   0.321
0.179   0.0556   0.0280   0.355
0.202   0.0513   0.0272   0.382
0.231   0.0457   0.0260   0.406
0.254   0.0414   0.0251   0.420
0.277   0.0365   0.0239   0.424
0.297   0.0319   0.0228   0.416
0.324   0.0267   0.0214   0.405
0.348   0.0221   0.0200   0.385
0.367   0.0184   0.0188   0.358
0.392   0.0131   0.0170   0.301
0.420   0.0060   0.0148   0.172
0.441   0.0013   0.0130   0.042
0.468   -0.0048   0.0111   -0.204
