J       CT       CP       eta
0.107   0.0960   0.0422   0.245
0.133   0.0935   0.0423   0.294
0.159   0.0907   0.0426   0.338
0.182   0.0879   0.0425   0.376
0.209   0.0837   0.0423   0.413
0.235   0.0793   0.0417   0.447
0.260   0.0743   0.0408   0.474
0.290   0.0671   0.0391   0.499
0.314   0.0614   0.0375   0.514
0.344   0.0535   0.0349   0.527
0.365   0.0484   0.0332   0.533
0.396   0.0413   0.0307   0.533
0.419   0.0362   0.0288   0.527
0.448   0.0299   0.0263   0.508
0.464   0.0262   0.0249   0.489
0.495   0.0188   0.0216   0.430
0.521   0.0134   0.0193   0.361
