J       CT       CP       eta
0.116   0.1201   0.1460   0.095
0.144   0.1197   0.1466   0.117
0.173   0.1188   0.1464   0.140
0.203   0.1173   0.1455   0.163
0.233   0.1156   0.1445   0.186
0.267   0.1131   0.1428   0.211
0.295   0.1109   0.1409   0.232
0.329   0.1083   0.1390   0.256
0.359   0.1059   0.1370   0.277
0.388   0.1033   0.1350   0.297
0.421   0.1000   0.1328   0.317
0.450   0.0972   0.1307   0.334
0.479   0.0944   0.1290   0.351
0.505   0.0915   0.1271   0.364
0.539   0.0877   0.1248   0.378
0.567   0.0846   0.1227   0.391
0.595   0.0813   0.1203   0.402
