J       CT       CP       eta
0.133   0.1011   0.0581   0.231
0.170   0.0998   0.0580   0.292
0.203   0.0985   0.0578   0.346
0.240   0.0959   0.0583   0.395
0.277   0.0933   0.0585   0.443
0.317   0.0880   0.0584   0.477
0.354   0.0830   0.0581   0.506
0.395   0.0755   0.0571   0.523
0.430   0.0682   0.0550   0.533
0.462   0.0611   0.0527   0.535
0.509   0.0500   0.0488   0.522
0.536   0.0439   0.0464   0.507
0.579   0.0342   0.0421   0.470
0.611   0.0274   0.0390   0.429
0.647   0.0184   0.0342   0.349
0.685   0.0099   0.0296   0.229
0.720   0.0019   0.0252   0.054
