J       CT       CP       eta
0.493   0.0629   0.0543   0.571
0.525   0.0537   0.0503   0.560
0.557   0.0442   0.0458   0.537
0.586   0.0364   0.0420   0.508
0.615   0.0286   0.0379   0.465
0.644   0.0217   0.0342   0.408
0.673   0.0150   0.0306   0.329
0.709   0.0069   0.0261   0.186
0.737   0.0007   0.0227   0.021
0.766   -0.0061   0.0187   -0.252
0.796   -0.0131   0.0146   -0.712
0.825   -0.0198   0.0104   -1.580
0.853   -0.0269   0.0060   -3.853
