J       CT       CP       eta
0.403   0.0463   0.0361   0.516
0.429   0.0399   0.0345   0.495
0.454   0.0331   0.0328   0.458
0.476   0.0274   0.0314   0.415
0.497   0.0213   0.0299   0.354
0.521   0.0144   0.0281   0.268
0.548   0.0069   0.0262   0.144
0.568   0.0006   0.0245   0.015
0.593   -0.0067   0.0226   -0.176
0.623   -0.0163   0.0201   -0.506
0.644   -0.0232   0.0182   -0.820
0.671   -0.0317   0.0158   -1.345
0.691   -0.0384   0.0140   -1.899
0.718   -0.0476   0.0113   -3.019
0.741   -0.0558   0.0088   -4.698
0.761   -0.0626   0.0068   -6.980
