RPM    CT       CP
1995   0.0663   0.0343
2296   0.0698   0.0345
2595   0.0712   0.0340
2885   0.0735   0.0335
3168   0.0757   0.0336
3484   0.0774   0.0335
3769   0.0794   0.0333
4076   0.0809   0.0328
4344   0.0831   0.0326
4632   0.0846   0.0323
4934   0.0846   0.0319
5221   0.0849   0.0318
5527   0.0858   0.0318
5833   0.0860   0.0317
6124   0.0863   0.0317
6397   0.0867   0.0317
