J       CT       CP       eta
0.150   0.1164   0.0616   0.283
0.183   0.1127   0.0617   0.334
0.221   0.1081   0.0618   0.387
0.254   0.1041   0.0617   0.429
0.296   0.0986   0.0617   0.474
0.333   0.0937   0.0616   0.506
0.369   0.0882   0.0612   0.531
0.401   0.0825   0.0603   0.549
0.440   0.0730   0.0576   0.558
0.473   0.0637   0.0540   0.558
0.509   0.0526   0.0490   0.547
0.548   0.0423   0.0442   0.525
0.586   0.0333   0.0398   0.490
0.622   0.0255   0.0360   0.442
0.658   0.0177   0.0320   0.364
0.697   0.0095   0.0278   0.239
0.731   0.0018   0.0234   0.057
