J       CT       CP       eta
0.087   0.0996   0.0406   0.213
0.108   0.0972   0.0406   0.258
0.128   0.0951   0.0407   0.300
0.154   0.0922   0.0408   0.349
0.174   0.0902   0.0409   0.383
0.197   0.0864   0.0405   0.420
0.220   0.0833   0.0404   0.454
0.242   0.0797   0.0399   0.483
0.264   0.0762   0.0395   0.510
0.286   0.0726   0.0389   0.534
0.307   0.0685   0.0381   0.552
0.331   0.0641   0.0371   0.571
0.352   0.0597   0.0359   0.584
0.370   0.0562   0.0350   0.593
0.392   0.0504   0.0332   0.596
0.415   0.0454   0.0316   0.595
0.436   0.0400   0.0298   0.585
