J       CT       CP       eta
0.125   0.0630   0.0407   0.194
0.158   0.0589   0.0404   0.231
0.189   0.0549   0.0400   0.259
0.220   0.0516   0.0397   0.286
0.251   0.0481   0.0391   0.309
0.290   0.0432   0.0380   0.329
0.317   0.0395   0.0371   0.337
0.351   0.0353   0.0360   0.343
0.380   0.0312   0.0349   0.341
0.415   0.0268   0.0335   0.332
0.448   0.0225   0.0322   0.313
0.472   0.0192   0.0310   0.292
0.508   0.0138   0.0290   0.241
0.534   0.0092   0.0272   0.181
0.571   0.0024   0.0243   0.056
0.604   -0.0043   0.0215   -0.121
0.639   -0.0112   0.0184   -0.390
