RPM    CT       CP
2025   0.0496   0.0229
2324   0.0509   0.0236
2635   0.0526   0.0230
2864   0.0541   0.0229
3208   0.0564   0.0241
3527   0.0578   0.0237
3811   0.0586   0.0232
4113   0.0598   0.0232
4381   0.0602   0.0230
4708   0.0613   0.0231
5012   0.0622   0.0230
5320   0.0635   0.0229
5603   0.0645   0.0228
5907   0.0654   0.0228
6208   0.0659   0.0227
6510   0.0660   0.0224
