J       CT       CP       eta
0.435   0.0448   0.0446   0.437
0.461   0.0398   0.0429   0.428
0.485   0.0354   0.0412   0.417
0.510   0.0304   0.0394   0.394
0.539   0.0243   0.0370   0.354
0.569   0.0183   0.0347   0.301
0.591   0.0136   0.0327   0.247
0.621   0.0071   0.0300   0.147
0.645   0.0022   0.0278   0.051
0.670   -0.0032   0.0256   -0.083
0.699   -0.0097   0.0229   -0.296
0.721   -0.0151   0.0206   -0.527
0.753   -0.0225   0.0171   -0.987
0.775   -0.0283   0.0146   -1.500
0.803   -0.0348   0.0114   -2.455
