J       CT       CP       eta
0.094   0.1178   0.0887   0.125
0.125   0.1167   0.0880   0.166
0.147   0.1160   0.0874   0.195
0.177   0.1147   0.0865   0.235
0.204   0.1140   0.0863   0.269
0.234   0.1127   0.0858   0.308
0.261   0.1111   0.0854   0.340
0.289   0.1104   0.0859   0.372
0.318   0.1086   0.0861   0.401
0.346   0.1066   0.0868   0.425
0.372   0.1038   0.0869   0.445
0.400   0.1017   0.0872   0.467
0.427   0.0994   0.0874   0.485
0.450   0.0968   0.0877   0.497
0.477   0.0943   0.0881   0.511
0.505   0.0910   0.0882   0.521
0.532   0.0882   0.0886   0.530
