J       CT       CP       eta
0.096   0.0893   0.0412   0.209
0.121   0.0875   0.0414   0.255
0.148   0.0847   0.0414   0.302
0.177   0.0816   0.0417   0.346
0.201   0.0780   0.0416   0.377
0.229   0.0734   0.0413   0.407
0.254   0.0682   0.0404   0.429
0.282   0.0612   0.0387   0.446
0.308   0.0554   0.0371   0.460
0.333   0.0500   0.0356   0.468
0.362   0.0445   0.0339   0.475
0.386   0.0400   0.0325   0.474
0.412   0.0351   0.0310   0.467
0.436   0.0306   0.0296   0.452
0.466   0.0252   0.0279   0.422
0.491   0.0205   0.0263   0.384
0.515   0.0157   0.0246   0.329
