J       CT       CP       eta
0.093   0.1031   0.0459   0.208
0.110   0.1020   0.0461   0.242
0.131   0.1009   0.0466   0.284
0.152   0.0994   0.0469   0.322
0.177   0.0977   0.0473   0.366
0.198   0.0959   0.0475   0.400
0.220   0.0943   0.0478   0.434
0.243   0.0920   0.0479   0.467
0.266   0.0899   0.0481   0.497
0.287   0.0877   0.0482   0.523
0.309   0.0850   0.0480   0.547
0.329   0.0829   0.0481   0.567
0.350   0.0804   0.0481   0.585
0.373   0.0776   0.0481   0.601
0.394   0.0746   0.0479   0.613
0.415   0.0713   0.0476   0.622
0.436   0.0674   0.0469   0.627
