J       CT       CP       eta
0.105   0.1027   0.0466   0.232
0.135   0.0982   0.0461   0.287
0.160   0.0942   0.0455   0.331
0.188   0.0895   0.0448   0.376
0.217   0.0847   0.0441   0.416
0.243   0.0801   0.0434   0.449
0.270   0.0753   0.0426   0.478
0.296   0.0707   0.0419   0.498
0.321   0.0657   0.0410   0.514
0.352   0.0591   0.0397   0.525
0.382   0.0525   0.0381   0.527
0.404   0.0477   0.0371   0.520
0.432   0.0409   0.0353   0.500
0.458   0.0346   0.0337   0.469
0.482   0.0281   0.0321   0.422
0.513   0.0196   0.0299   0.336
0.540   0.0119   0.0279   0.230
