J       CT       CP       eta
0.106   0.0794   0.0399   0.210
0.130   0.0776   0.0403   0.250
0.159   0.0742   0.0404   0.291
0.185   0.0710   0.0406   0.323
0.210   0.0664   0.0402   0.347
0.237   0.0626   0.0402   0.369
0.261   0.0592   0.0398   0.388
0.286   0.0550   0.0390   0.404
0.315   0.0510   0.0382   0.420
0.340   0.0477   0.0376   0.432
0.370   0.0435   0.0364   0.441
0.393   0.0399   0.0354   0.443
0.414   0.0366   0.0343   0.442
0.443   0.0319   0.0327   0.432
0.466   0.0287   0.0315   0.424
0.496   0.0236   0.0296   0.396
0.522   0.0197   0.0281   0.366
