J       CT       CP       eta
0.367   0.0531   0.0351   0.555
0.388   0.0482   0.0335   0.559
0.407   0.0436   0.0320   0.555
0.430   0.0381   0.0298   0.550
0.450   0.0341   0.0284   0.539
0.474   0.0292   0.0265   0.522
0.493   0.0254   0.0251   0.499
0.513   0.0219   0.0239   0.470
0.538   0.0167   0.0218   0.410
0.557   0.0126   0.0202   0.349
0.585   0.0069   0.0178   0.225
0.604   0.0029   0.0162   0.109
0.628   -0.0025   0.0137   -0.117
0.641   -0.0053   0.0124   -0.276
0.668   -0.0112   0.0096   -0.785
0.692   -0.0166   0.0069   -1.671
