J       CT       CP       eta
0.131   0.0855   0.0411   0.272
0.163   0.0809   0.0409   0.322
0.195   0.0759   0.0406   0.365
0.228   0.0701   0.0398   0.400
0.267   0.0634   0.0386   0.438
0.297   0.0576   0.0372   0.459
0.332   0.0507   0.0355   0.474
0.366   0.0446   0.0338   0.483
0.400   0.0383   0.0317   0.484
0.431   0.0320   0.0293   0.472
0.465   0.0255   0.0267   0.445
0.497   0.0196   0.0242   0.403
0.530   0.0135   0.0218   0.329
0.561   0.0072   0.0191   0.213
0.589   0.0016   0.0166   0.055
0.622   -0.0054   0.0133   -0.252
0.657   -0.0126   0.0097   -0.859
