RPM    CT       CP
3023   0.0704   0.0324
3272   0.0724   0.0327
3530   0.0753   0.0337
3773   0.0738   0.0318
4032   0.0756   0.0321
4271   0.0767   0.0319
4553   0.0784   0.0320
4816   0.0790   0.0316
5097   0.0782   0.0308
5328   0.0794   0.0310
5598   0.0798   0.0311
5862   0.0801   0.0308
6135   0.0803   0.0307
6399   0.0801   0.0305
6665   0.0798   0.0302
6914   0.0798   0.0303
