J       CT       CP       eta
0.172   0.0658   0.0393   0.288
0.218   0.0592   0.0388   0.333
0.266   0.0512   0.0368   0.371
0.307   0.0440   0.0347   0.390
0.349   0.0366   0.0329   0.388
0.411   0.0236   0.0286   0.339
0.453   0.0144   0.0253   0.258
0.497   0.0048   0.0218   0.110
0.544   -0.0055   0.0174   -0.173
0.590   -0.0152   0.0133   -0.673
0.633   -0.0260   0.0094   -1.763
