J       CT       CP       eta
0.113   0.1033   0.0648   0.179
0.144   0.1018   0.0653   0.224
0.174   0.1000   0.0652   0.267
0.204   0.0978   0.0656   0.304
0.234   0.0953   0.0654   0.341
0.269   0.0919   0.0658   0.376
0.298   0.0887   0.0657   0.403
0.330   0.0851   0.0654   0.430
0.361   0.0814   0.0651   0.452
0.391   0.0779   0.0649   0.470
0.420   0.0742   0.0644   0.484
0.450   0.0704   0.0638   0.496
0.475   0.0668   0.0635   0.499
0.506   0.0613   0.0622   0.499
0.537   0.0551   0.0604   0.490
0.574   0.0469   0.0574   0.469
0.601   0.0404   0.0548   0.444
