RPM    CT       CP
1506   0.1458   0.0809
1650   0.1431   0.0768
1830   0.1476   0.0776
2090   0.1470   0.0765
2311   0.1481   0.0769
2474   0.1481   0.0762
2698   0.1492   0.0763
2905   0.1486   0.0755
3110   0.1479   0.0753
3316   0.1493   0.0755
3429   0.1494   0.0756
3704   0.1482   0.0756
3915   0.1490   0.0751
4104   0.1496   0.0751
4312   0.1478   0.0744
4387   0.1532   0.0762
