RPM    CT       CP
1752   0.0903   0.0514
2055   0.0930   0.0505
2360   0.0963   0.0506
2657   0.0973   0.0499
2982   0.1000   0.0503
3265   0.1010   0.0499
3565   0.1018   0.0493
3857   0.1040   0.0491
4161   0.1051   0.0485
4444   0.1061   0.0481
4736   0.1074   0.0478
5042   0.1093   0.0477
5369   0.1097   0.0473
5654   0.1103   0.0471
5954   0.1112   0.0471
6259   0.1111   0.0468
