J       CT       CP       eta
0.114   0.1049   0.0524   0.229
0.148   0.1031   0.0533   0.286
0.174   0.1016   0.0541   0.327
0.203   0.0994   0.0548   0.368
0.234   0.0965   0.0554   0.407
0.263   0.0930   0.0556   0.440
0.292   0.0892   0.0557   0.468
0.319   0.0853   0.0556   0.489
0.347   0.0797   0.0549   0.503
0.374   0.0742   0.0542   0.513
0.402   0.0694   0.0534   0.523
0.428   0.0639   0.0519   0.527
0.459   0.0560   0.0495   0.519
0.489   0.0479   0.0469   0.500
0.514   0.0426   0.0451   0.485
0.547   0.0351   0.0422   0.456
0.571   0.0304   0.0402   0.431
