J       CT       CP       eta
0.129   0.1001   0.0793   0.163
0.161   0.0988   0.0772   0.206
0.194   0.0985   0.0750   0.255
0.230   0.0997   0.0724   0.317
0.263   0.1029   0.0701   0.386
0.298   0.1021   0.0695   0.437
0.331   0.1001   0.0694   0.477
0.364   0.0979   0.0694   0.514
0.396   0.0950   0.0690   0.545
0.424   0.0928   0.0692   0.569
0.456   0.0895   0.0690   0.592
0.491   0.0854   0.0687   0.610
0.523   0.0821   0.0688   0.624
0.555   0.0777   0.0682   0.631
0.584   0.0726   0.0673   0.631
0.622   0.0648   0.0652   0.619
0.656   0.0559   0.0614   0.597
