J       CT       CP       eta
0.542   0.0977   0.0923   0.574
0.569   0.0909   0.0898   0.576
0.606   0.0807   0.0853   0.573
0.641   0.0722   0.0816   0.567
0.664   0.0670   0.0796   0.558
0.707   0.0568   0.0753   0.534
0.730   0.0514   0.0729   0.514
0.765   0.0424   0.0689   0.471
0.804   0.0324   0.0642   0.406
0.828   0.0263   0.0614   0.355
0.873   0.0139   0.0552   0.219
0.893   0.0075   0.0519   0.129
0.934   -0.0050   0.0453   -0.103
0.967   -0.0153   0.0399   -0.370
1.001   -0.0263   0.0341   -0.773
