RPM    CT       CP
1655   0.0933   0.0733
2015   0.0965   0.0735
2285   0.0977   0.0725
2569   0.0993   0.0704
2846   0.1015   0.0701
3151   0.1042   0.0691
3424   0.1066   0.0664
3707   0.1087   0.0649
4000   0.1154   0.0604
4292   0.1163   0.0597
4565   0.1167   0.0593
4851   0.1168   0.0589
5127   0.1170   0.0588
5438   0.1168   0.0585
5736   0.1172   0.0585
6008   0.1173   0.0585
