J       CT       CP       eta
0.211   0.0915   0.0970   0.199
0.260   0.0880   0.0949   0.241
0.311   0.0832   0.0917   0.282
0.364   0.0787   0.0893   0.321
0.421   0.0733   0.0867   0.356
0.488   0.0655   0.0827   0.386
0.534   0.0599   0.0798   0.401
0.587   0.0545   0.0787   0.406
0.648   0.0438   0.0739   0.384
0.685   0.0375   0.0709   0.363
0.758   0.0238   0.0641   0.282
0.797   0.0172   0.0609   0.225
0.862   0.0033   0.0529   0.054
0.894   -0.0028   0.0493   -0.051
0.969   -0.0195   0.0397   -0.475
0.998   -0.0261   0.0354   -0.735
1.074   -0.0439   0.0246   -1.911
