J       CT       CP       eta
0.101   0.1182   0.0600   0.199
0.135   0.1165   0.0606   0.260
0.158   0.1149   0.0611   0.297
0.183   0.1134   0.0616   0.337
0.210   0.1115   0.0622   0.375
0.238   0.1093   0.0628   0.414
0.265   0.1064   0.0631   0.447
0.293   0.1038   0.0636   0.477
0.316   0.1011   0.0639   0.500
0.343   0.0977   0.0638   0.525
0.366   0.0948   0.0639   0.543
0.398   0.0911   0.0641   0.565
0.419   0.0878   0.0639   0.575
0.445   0.0838   0.0635   0.587
0.469   0.0791   0.0626   0.592
0.497   0.0735   0.0611   0.597
0.523   0.0680   0.0596   0.597
