J       CT       CP       eta
0.116   0.1157   0.0572   0.234
0.141   0.1133   0.0573   0.279
0.178   0.1102   0.0576   0.340
0.205   0.1075   0.0579   0.380
0.234   0.1046   0.0583   0.419
0.265   0.1009   0.0585   0.458
0.295   0.0972   0.0585   0.489
0.321   0.0933   0.0582   0.514
0.349   0.0887   0.0577   0.536
0.378   0.0836   0.0570   0.555
0.405   0.0784   0.0558   0.569
0.437   0.0710   0.0536   0.579
0.464   0.0648   0.0514   0.585
0.494   0.0575   0.0487   0.583
0.525   0.0499   0.0456   0.575
0.549   0.0444   0.0433   0.562
0.583   0.0360   0.0398   0.527
