J       CT       CP       eta
0.609   0.0510   0.0625   0.497
0.647   0.0425   0.0591   0.465
0.690   0.0326   0.0552   0.408
0.713   0.0277   0.0532   0.371
0.756   0.0166   0.0484   0.259
0.800   0.0054   0.0435   0.098
0.832   -0.0040   0.0394   -0.086
0.869   -0.0154   0.0342   -0.390
0.907   -0.0268   0.0287   -0.846
0.943   -0.0389   0.0229   -1.601
0.982   -0.0520   0.0168   -3.045
1.018   -0.0654   0.0102   -6.518
