J       CT       CP       eta
0.608   0.0804   0.0965   0.507
0.646   0.0743   0.0955   0.503
0.685   0.0678   0.0945   0.492
0.719   0.0608   0.0929   0.471
0.754   0.0519   0.0896   0.436
0.790   0.0412   0.0847   0.384
0.833   0.0276   0.0768   0.299
0.869   0.0168   0.0704   0.208
0.906   0.0070   0.0646   0.098
0.941   -0.0021   0.0595   -0.033
0.979   -0.0113   0.0547   -0.202
1.007   -0.0182   0.0511   -0.358
1.052   -0.0302   0.0439   -0.725
1.087   -0.0399   0.0382   -1.135
1.123   -0.0497   0.0326   -1.710
1.160   -0.0601   0.0266   -2.619
1.196   -0.0709   0.0212   -4.004
