J       CT       CP       eta
0.090   0.0833   0.0331   0.227
0.111   0.0804   0.0329   0.271
0.134   0.0773   0.0326   0.317
0.153   0.0744   0.0323   0.353
0.174   0.0710   0.0319   0.387
0.196   0.0673   0.0314   0.420
0.221   0.0630   0.0308   0.450
0.242   0.0591   0.0303   0.473
0.261   0.0554   0.0296   0.490
0.287   0.0502   0.0286   0.502
0.308   0.0459   0.0279   0.505
0.329   0.0411   0.0271   0.499
0.352   0.0356   0.0262   0.478
0.372   0.0311   0.0255   0.452
0.392   0.0257   0.0246   0.409
0.415   0.0199   0.0237   0.348
0.434   0.0148   0.0229   0.281
