J       CT       CP       eta
0.124   0.0448   0.0229   0.243
0.157   0.0409   0.0222   0.289
0.190   0.0365   0.0215   0.322
0.221   0.0322   0.0207   0.345
0.257   0.0272   0.0198   0.353
0.289   0.0225   0.0187   0.348
0.330   0.0157   0.0170   0.305
0.359   0.0110   0.0158   0.249
0.397   0.0041   0.0138   0.119
0.430   -0.0020   0.0118   -0.074
0.464   -0.0085   0.0098   -0.403
0.499   -0.0160   0.0075   -1.066
