J       CT       CP       eta
0.173   0.1112   0.1469   0.131
0.217   0.1094   0.1459   0.162
0.265   0.1062   0.1440   0.196
0.309   0.1022   0.1409   0.224
0.358   0.0978   0.1378   0.254
0.407   0.0932   0.1351   0.281
0.450   0.0888   0.1319   0.303
0.493   0.0839   0.1291   0.320
0.545   0.0778   0.1250   0.339
0.587   0.0727   0.1218   0.350
0.627   0.0674   0.1186   0.356
0.683   0.0600   0.1152   0.355
0.723   0.0540   0.1124   0.347
0.760   0.0486   0.1098   0.337
0.812   0.0402   0.1059   0.308
0.859   0.0335   0.1038   0.277
0.896   0.0270   0.1009   0.239
