J       CT       CP       eta
0.103   0.1047   0.0494   0.217
0.135   0.1024   0.0500   0.276
0.160   0.1009   0.0507   0.318
0.185   0.0989   0.0510   0.359
0.211   0.0967   0.0513   0.397
0.238   0.0947   0.0520   0.433
0.266   0.0918   0.0523   0.467
0.289   0.0894   0.0525   0.493
0.316   0.0865   0.0526   0.519
0.341   0.0830   0.0524   0.541
0.368   0.0799   0.0524   0.561
0.394   0.0763   0.0521   0.577
0.419   0.0728   0.0516   0.591
0.445   0.0684   0.0508   0.599
0.471   0.0644   0.0501   0.605
0.497   0.0600   0.0489   0.609
0.525   0.0543   0.0474   0.602
